_rid,predicted_score,description,country,price,variety,winery,title
91a7e342d2a30cf1,85,"This very dry Cabernet feels rugged and gritty in the mouth, with too much acidity that lends bite. The austerity is relieved by black cherry and sweet tobacco flavors. Drink up.",US,39,Cabernet Sauvignon,Muscardini,Muscardini 2009 Madrone Ridge Vineyard Cabernet Sauvignon (Sonoma Valley)
374a3d67652b5456,89,"This wine has very ripe, juicy fruit flavors that coat the mouth with rich blueberry and blackberry, while the texture is smooth and almost viscous. It is full bodied and has soft tannins and acidity.",US,35,Tempranillo,Wise Villa,"Wise Villa 2013 Estate Grown, Produced and Bottled Tempranillo (Placer County)"
920483ce1a80096b,88,"Aromas of high-toned cocoa, vanilla, coconut, pencil lead and baking spices lead to plentiful black fruit flavors, with a lick of grainy tannins backing them up. The barrel notes get out front at times but it still provides a lot of quality and value.",US,18,Cabernet Sauvignon,Balancing Act,Balancing Act 2013 Cabernet Sauvignon (Washington)
fd2d374c9e8511ac,92,"The statewide appellation reflects the fact that the grapes were sourced from Napa Carneros, Sonoma, Monterey and Santa Barbara. That makes it a master of the art of blending. Meanwhile, the great 2012 vintage, which was successful throughout the state, is responsible for the wine's balance. It's rich in tropical fruit, green apple, peach and nectarine flavors, with oak bringing richer elements of buttered toast and vanilla bean. With brisk acidity, it's a gorgeous, versatile Chardonnay to drink now, and the alcohol is a refreshingly low.",US,37,Chardonnay,ZD,ZD 2012 Chardonnay (California)
2e038a6bd95123e7,89,"Veteran winemaker John Abbott (Chalone, Canoe Ridge, Abeja) jumps back on the Pinot Noir wagon with this new project. This is the second vintage for his Freedom Hill designate, a vintage that was notoriously difficult due to monsoon-like rains mid-harvest. Abbott cajoles the grapes into an elegant, refined expression of high-acid Pinot Noir. Slightly saline, with mountain strawberry fruit and autumnal (forest floor) accents, this is lean but polished, and should cellar well now through 2022.",US,50,Pinot Noir,Devona,Devona 2013 Freedom Hill Vineyard Pinot Noir (Oregon)
2e96af571544c473,94,"Pretty in violet and rose petals this is a lower-octane Pinot Noir for the winery. Exquisitely rendered in spicy dark cherry and soft, supple tannins, it hails from a cool, coastal vineyard site 1,000 feet atop Occidental Ridge, the coolest source of grapes for Davis.",US,50,Pinot Noir,Davis Family,Davis Family 2012 Horseshoe Bend Vineyard Pinot Noir (Russian River Valley)
467c9163cb3cc2d1,89,"Made at an attractive price point, this wine delivers value and plenty of flavor, from blackberry jam to oak and black pepper. It's sturdy and structured, ready for the table or larger gathering.",US,24,Merlot,Napa Cellars,Napa Cellars 2013 Classic Collection Merlot (Napa Valley)
83b8f3de797cd4c1,92,"Another lovely Monument Tree Pinot from Couloir, this vintage is stemmy and earthy, yet soft, silky and voluptuous in all the right ways. It's pleasantly refined and ethereal, with whispers of cherry and raspberry fruitiness alongside equal parts gravitas and substance.",US,46,Pinot Noir,Couloir,Couloir 2012 Monument Tree Pinot Noir (Anderson Valley)
11374aab76520153,92,"Tasted alongside the winery's light and elegant 2010 Pinots, this 2009 Reserve boldly stands out. The fleshy, black fruit flavors are bigger and fuller across the palate than those from the later vintage. The finish is streaked with a cola note and will leave you reaching for the bottle as soon as your glass is empty.",US,75,Pinot Noir,Le Cadeau,Le Cadeau 2009 C么te Est Reserve Pinot Noir (Oregon)
0bb82776c41a35f7,92,"The winery's basic Cab, with no vineyard designation, shares the qualities of the more expensive bottlings. It's dry and tannic and ultraconcentrated in varietal character, with explosive cassis, cherry and new oak flavors. Impresses now for its luxurious mouthfeel, and should develop through 2013.",US,50,Cabernet Sauvignon,Von Strasser,Von Strasser 2005 Cabernet Sauvignon (Diamond Mountain District)
f7f1654d9a1ec9fa,82,"This overripe Cab tastes like the essences of currant, raisin and prune. It's bone dry and quite tannic. This unbalanced wine is not going anywhere, so drink up.",US,20,Cabernet Sauvignon,Field Stone,Field Stone 2008 Cabernet Sauvignon (Alexander Valley)
4b836462a5bfea27,82,"Barrel fermented, 20% of it new French oak, this is a bright lemon yellow, with scents of wood and toast. There's a slim streak of something else in the aromas that seems not quite right, a little fishy smell. The wine does not come together in the mouth; it's a jumble of round stone fruits, cardboard and a slightly rancid finish.",US,21,Chardonnay,Patterson,Patterson 2009 Chardonnay (Columbia Valley (WA))
b83717726771ce59,87,"Grilled beef, slathered in BBQ sauce, will soften and sweeten this hearty red from the Sierra Foothills. By itself, it's tannic and hard-edged. Shows rich flavors of black currants, cassis, raisins and dark chocolate.",US,25,Petite Sirah,C.G. di Arie,C.G. di Arie 2006 Petite Sirah (Shenandoah Valley (CA))
b6f195f097f67676,92,"A lovely Cab, polished and refined, and a huge improvement over the winery's 2004 bottling. Shows classic Napa Valley softness and roundness, a wine that seduces the palate. There are complex flavors of black currants, sweet sage and cedar, wrapped into silky, ripe tannins. Delicious now, and should develop for a decade or more.",US,75,Cabernet Sauvignon,Wolf Family,Wolf Family 2005 Estate Cabernet Sauvignon (Napa Valley)
b7e362cb6130d4f7,89,"Impeccably fresh and dry, this wine smells like crisp apple skin and white peaches, and tastes vivid and refreshing, while combining light alcohol with a substantial and smooth texture.",US,20,Ros茅,McEvoy Ranch,McEvoy Ranch 2014 Rosebud Ros茅 (Marin County)
75ca57991e8a4e09,89,"A hearty 80% Pinot Noir dominates in this sparkler, rounded out with 20% Chardonnay. With a pink-salmon hue, it offers peach and wild strawberry aromas followed by similar, medium-bodied flavors, with the addition of succulent plum.",US,24,Sparkling Blend,Mumm Napa,Mumm Napa NV Brut Ros茅 Sparkling (Napa Valley)
88ad1ffb0276de89,87,"A fine Zin, rich and sweet in raspberries and cherries, with spicy notes of cinnamon, pepper and Chinese Five-spice. It's a lusty, delicious wine for drinking now with beef, pork, chicken or even a veggie lasagna.",US,16,Zinfandel,XYZin,XYZin 2011 Old Vine Zinfandel (California)
ed9fff61f48a7891,91,"Similarly to it's Virgin Berry sibling, Roth's regular label Dry Riesling has a distinctly green, woodsy tone lending an alpine feel to sweet-tart peach and apricot flavors. It's brisk and fine-footed, yet zesty tangerine and grapefruit acidity persist long on the finish.",US,26,Riesling,The Grapes of Roth,The Grapes of Roth 2014 Dry Riesling (Long Island)
2c0f4b3670f02394,94,"Very pure in blackberries and black currants, this expresses the classic taste of Cabernet Sauvignon. New oak adds a lovely veneer of smoky, cedary cigar box. It's beautiful to drink now for the soft, velvety texture and appealingly sweet complexity, but should age gradually for many years.",US,80,Cabernet Sauvignon,Von Strasser,Von Strasser 2009 Vineyard 2131 Cabernet Sauvignon (Diamond Mountain District)
1da64f146375ac6e,94,"There's no mistaking that this wine comes from The Rocks District, with its perfumed aromas of grilled asparagus, peat, dried herb and minerally, earthy funk. Ripe fruit, earth, gravel and savory flavors meld on the palate, which shows impressive concentration and depth as well as outrageous length on the close.",US,60,Syrah,Dusted Valley,Dusted Valley 2013 Tall Tales Stoney Vine Vineyard Syrah (Walla Walla Valley (WA))
dd177d29ff865e99,90,"Sunny, peachy sweetness abounds in this light-footed Riesling. Off dry in style, it's breathlessly fresh and fruity, yet intensified by shimmering lime and mineral tones. Drink now for its youthful effervescence.",US,18,Riesling,McGregor,McGregor 2014 Semi Dry Riesling (Finger Lakes)
a5f58d5f6eb393ce,85,"A basic red Rh么ne blend, with a dash of Viognier for acidic brightness. Shows simple, thin flavors of raspberries and cherries, with a dash of sweet oak.",US,22,Rh么ne-style Red Blend,Minassian-Young,Minassian-Young 2007 GMSV Red (Paso Robles)
a45c36544c43b502,92,"Cabernet Sauvignon meets Malbec and Petit Verdot in this hearty, big-boned red. Dark and stormy, it offers a wealth of juicy black fruit, leather and tobacco wrapped around sizable tannin. Peppery clove and chocolate round out the finish. It will drink best 2018鈥?023.",US,85,Red Blend,Chalk Hill,Chalk Hill 2013 Clara's Vineyard Red (Chalk Hill)
d9ad2a3cb9dc2ace,94,"The wine is a beauty. Dry, silky and pure in red cherry, raspberry, red currant and cola flavors, it was aged 16 months in 100% new French oak barrels, which give an appropriate measure of smoky caramel. With a sturdy acid-tannin structure, this supple Pinot classically exhibits the best of Anderson Valley terroir. Drink this in its flashy youth, over the next five years.",US,70,Pinot Noir,Goldeneye,Goldeneye 2004 Confluence Vineyard Pinot Noir (Anderson Valley)
e5720dedf4a6c2b7,87,"A light earthy, toasted aroma and mostly savory rather than outright fruity flavors mark this medium-bodied, dry wine. The texture is smooth and rich enough to complete a good picture.",US,11,Chardonnay,Grayson,Grayson 2015 Lot 11 Chardonnay (California)
1bde6b9b9901e0bb,92,"This sleek wine carries ripe, complex fruit aromas and delicious cherry and blackberry flavors on a silky-smooth texture, despite high alcohol. There is definitely an exotic touch to the fruit character, and it seems perfectly supported by fine-grained tannins, lip-smacking acidity and good length on the finish. Drink now through 2020.",US,40,Zinfandel,Renwood,Renwood 2012 Flutist Sea of Grapes Vineyard Zinfandel (Amador County)
d0cb9dcb236afdad,91,"With a translucent ruby color and silky texture, this could be a Pinot Noir. But it's a blend of Sangiovese, Voignier, Mourv猫dre and several other varieties, and shows its own unique profile. Dry and crisp, the flavors are fruity, floral, herbal and spicy. Raspberries, cherries, thyme, white pepper, bacon, oregano and smoky sandalwood only begin to describe the complexities. They change by the second in the glass, but always finish dry.",US,24,Red Blend,Sean Thackrey,Sean Thackrey NV Pleiades XIX Old Vines Red (California)
4b2574d40b722ec2,87,"Pear, white flower and cantaloupe aromas lead to a rounded, creamy-feeling palate. It brings a lot of appeal and the balance is spot-on.",US,12,Chardonnay,Lone Birch,Lone Birch 2013 Chardonnay (Yakima Valley)
35a9a01d76777453,85,"The 2005 Pinot Noir from Honeywood is a dead ringer for鈥攇uess what!鈥攖he 2004 Pinot Noir from the same winery. Soft entry, herbal and somewhat stemmy mid-palate, tannic, slightly hot finish.",US,24,Pinot Noir,Honeywood Winery,Honeywood Winery 2005 Pinot Noir (Willamette Valley)
433cd1d22d758045,84,"An unusually light brownish color leads to earthy aromas and subtle earthy, cola-like flavors. This wine tastes overly mature for its age but is interesting to taste.",US,30,Barbera,Domenico,Domenico 2011 Barbera (Lake County)
6d8f7ef34fa8f6d8,92,"This wine has rich blueberry aromas, a softly tannic texture and and black currant flavors that open more with each sip. Concentrated and full in body, it's a luxurious-feeling and abundantly flavored wine that lingers long on the palate.",US,29,Tempranillo,Straight Line,Straight Line 2013 Tempranillo (California)
ec292fe24b937d15,87,"Sweet with raspberry jam, cherry liqueur and vanilla cream flavors, this is a good dessert wine. But it could be a lot better if it were more intense. The finish trails off a little.",US,65,Grenache,Clos Sol猫ne,Clos Sol猫ne 2010 Sweet Cl茅mentine Grenache (Paso Robles)
799938834fada28a,89,"Very rich, creamy and oaky, made in the ripe, California style of Chardonnay. Brims with buttered toast, vanilla cream, and caramelized wood aromas and flavors riding over underlying pineapples, pears and limes. Flamboyant, if a little top-heavy. Ready now.",US,38,Chardonnay,Tantara,Tantara 2007 Bien Nacido Vineyard Chardonnay (Santa Maria Valley)
8ae483042183b681,89,"Rich tasting, dense in a good way, this layers ripe cherry, light herbs and cinnamon flavors on a firm texture of tannins and acidity. It's a solidly structured, full-bodied Cabernet that carries some complexity.",US,25,Cabernet Sauvignon,Circadia,Circadia 2010 Cabernet Sauvignon (California)
c2a4f0482198e9d9,94,"Von Strasser continues to produce stunning Cabernets that are not only delicious when released, but ageable. This estate bottling is superbly rich in cassis and cedar, and while the tannins are thick, they're sweet and intricate. Great now and should develop through 2012, at least.",US,70,Cabernet Sauvignon,Von Strasser,Von Strasser 2006 Estate Vineyard Cabernet Sauvignon (Diamond Mountain District)
88c5153079a02173,89,"Powdery, dusty tannins form the core of this wine, which is soft in plum, currant and cedar, with a leanness to the palate. The acidity provides a freshness before speckled pillows of cocoa powder appear on the finish.",US,50,Cabernet Franc,Corner 103,Corner 103 2013 Cabernet Franc (Alexander Valley)
a813aee4a3fb8319,92,Merlot (64%) takes the lead on this blend followed by Cabernet Sauvignon (27%) and Petit Verdot. Light aromas of red and black fruit and herb are followed by sweet cherry flavors. It shows a lot of elegance.,US,40,Bordeaux-style Red Blend,Lauren Ashton Cellars,Lauren Ashton Cellars 2013 Cuv茅e Estelle Red (Columbia Valley (WA))
c65742cb3b925d75,91,"Here's a real find: a serious-fun wine with lots going for it. Opens with black-cherry, smoke and vanilla aromas; rich and fine. The flavors are cherry-smoky and bone dry, with a fine texture. There's something distinguished and high quality about the structure and finish.",US,19,Syrah,Starry Night,Starry Night 1999 Syrah (Lodi)
7b4ac14bb3148c5a,92,"Supple and sturdy, this beautifully structured blend of 75% Cabernet Sauvignon and 25% Syrah, which uses fruit sourced from the estate vineyard, utilizes the best assets of both grapes. The Cabernet gives it both firmness and depth, while the Syrah pipes in vivid, juicy, berry flavors. Still young and primary,  the best is clearly yet to come.",US,50,Cabernet Sauvignon-Syrah,Buty,Buty 2009 Phinny Hill Vineyard Columbia Rediviva Cabernet Sauvignon-Syrah (Columbia Valley (WA))
49a370983dd9d970,91,"Black cherries, sagebrush, dried rose petals, black loam and a tiny bit of tar frame the nose on this blend of 43% Grenache, 27% Syrah, 25% Mourv猫dre and 5% Durif (a k a Petite Sirah). The palate offers flavors of dried blueberries and Bing cherries, with a touch of asphalt and black pepper.",US,23,Rh么ne-style Red Blend,Eberle,Eberle 2012 Cotes-du-R么bles Red (Paso Robles)
c56e78092a9e90df,94,"This wine is pulled from vineyards across the Columbia Valley, including Heather Hill, Bacchus, Dionysus, Ciel du Cheval and Destiny Ridge. A nuanced wine, it shows winemaker John Abbott in top form with its rich, layered fruit flavors, dazzling sense of texture and lengthy finish. It's drinking beautifully but promises to have a long life in front of it in the cellar.",US,45,Cabernet Sauvignon,Abeja,Abeja 2012 Cabernet Sauvignon (Columbia Valley (WA))
06f58b8d9f87d99f,92,"Cabernet Sauvignon, Merlot and Cabernet Franc make up equal parts of this wine, with pinches of Petit Verdot and Malbec blended in. Vanilla, cocoa, coffee, herb and cherry aromas are followed by generous fruit and barrel flavors supported by tightly wound tannins. The wood is primary right now. It will be best after 2021.",US,35,Bordeaux-style Red Blend,Ambassador Vineyard,Ambassador Vineyard 2012 Envoy Estate Grown Red (Red Mountain)
a526053d1454e1cf,91,"Ripe grass scents meet with green pear, dill, thyme and gooseberries on the nose of this vivacious wine. It's very approachable and easy to like once sipped, with green-apple ripeness, pepperiness in the midpalate and delicious kiwi fruit throughout, altogether crisp and fresh.",US,25,Sauvignon Blanc,Asuncion Ridge,Asuncion Ridge 2014 Sauvignon Blanc (Paso Robles)
d332cd78a653761d,85,"Made in the popular style, this blend of Chardonnay, Riesling and Moscato has honeyed flavors of oranges, apricots and vanilla.",US,14,White Blend,Apothic,Apothic 2011 Winemaker's Blend White (California)
5f37d5c1a608625b,87,"This is dry, tart and a little one-dimensional, yet elegant, offering red cherry and cola flavors and a wintertime taste of Christmas persimmons. Drink now.",US,40,Pinot Noir,Chamisal Vineyards,Chamisal Vineyards 2010 Estate Bottled Pinot Noir (Edna Valley)
f7e948107c348449,89,"Grapes for this wine were sourced from mostly Sonoma and Lake counties, with an additional 22% brought in from San Joaquin. The blend holds Zinfandel, Cabernet Sauvignon, Syrah, Merlot, Petite Sirah and Primitivo. Here, the kitchen sink approach works well, offering classic elements of herb, leather and savory plum, with a streak of black pepper and tannins that soften in the glass.",US,23,Red Blend,Ghost Pines,Ghost Pines 2013 Winemaker's Blend Red (Sonoma County-Lake County)
76e1883bc7494574,91,"Concentrated blackberries mix with lush and inviting purple flowers and baking-spice notes on the nose of this appellation blend. It's juicy on the palate with minty blackberry and licorice-laced olallieberry flavors, making for easy drinking.",US,38,Syrah,Anglim,Anglim 2013 Syrah (Paso Robles)
10fbfc3ab0b86b0b,89,This medium-bodied wine comes off as pure and focused. It shows bright and concentrated fruit aromas and delicious red cherry and raspberry flavors. The refreshing texture derives from the firm tannins and energizing acidity.,US,23,Cabernet Sauvignon,Husch,Husch 2012 Cabernet Sauvignon (Mendocino)
f8eb45286417f1c9,91,"Dark hibiscus and pomegranate notes meet with black plum, hearty clove, allspice and dried violets on the nose of this very heady wine. Thickly structured with dense tannins on the palate, it speaks strongly of the rocky, rugged appellation, with boysenberry, dried fennel and wild-thyme flavors. Drink 2017鈥?023.",US,40,Pinot Noir,Michaud,Michaud 2013 Pinot Noir (Chalone)
22f5b1ed5f702b07,92,"Strong iron, rosebuds, wet gravel and a touch of hibiscus show on the nose of this bottling, which seems ready to unfurl but remains quite reserved right now. The palate starts rather tarry, with more iron and some graphite as well as pine needle and touch of cranberry fruit.",US,49,Pinot Noir,Wrath,Wrath 2013 KW Ranch Pinot Noir (Santa Lucia Highlands)
a6c91be744874a31,87,"This is a nicely made blend of Petite Sirah, Carignane, Zinfandel, Syrah, Alicante Bouschet and Barbera, defined by its generosity of power and tannin as well as a concentration of blackberry, Italian deli meat and leather.",US,15,Red Blend,Ravenswood,Ravenswood 2014 Besieged Red (Sonoma County)
9e373dae018a927e,85,"As with the winery's Riesling, no vintage is indicated anywhere on the bottle. Listed at two percent residual sugar, this wine retains enough acid to provide moderate lift to the spicy, almost bitter, pineapple and grapefruit flavors. Citrus rind phenolics, lightly dappled with honeysuckle and other floral highlights, create a rather expansive wine with a substantial finish.",US,14,Gew眉rztraminer,Honeywood Winery,Honeywood Winery NV Gew眉rztraminer (Columbia Valley (OR))
11fdc146c9557c79,84,"At the age of nearly seven years, it's ready to drink now. It's soft and mellow, and the fruit is fading, leaving behind the taste of alcohol and raisins.",US,65,Cabernet Sauvignon,Munselle,Munselle 2006 Coyote Crest Cabernet Sauvignon (Alexander Valley)
e3bf144285bf2b2e,89,"Softly tannic, fully dry, and with a peppery edge, this is an elegant Cabernet ready to drink now with a good steak. It has a nice core of juicy blackberries, black cherries and cassis.",US,24,Cabernet Sauvignon,San Simeon,San Simeon 2004 Cabernet Sauvignon (Paso Robles)
4091337606c3e1cc,87,"The vineyard is far better known for powerful, concentrated Pinot Noir, and this Chardonnay shares those characteristics. It's a big, fruity wine, not showing much finesse, but plenty of sheer magnitude. Brims with tropical fruit, apple, exotic spice and oak flavors that finish dry. Could do interesting things over the years.",US,36,Chardonnay,Morgan,Morgan 2007 Rosella's Vineyard Chardonnay (Santa Lucia Highlands)
89440c436c7b8244,88,"The fruit flavors here are very good but simple: a wash of blackberry slathered in coffee, vanilla and sweet spice.",US,42,Malbec,Dusted Valley,Dusted Valley 2009 Malbec (Wahluke Slope)
11e01c6217fecb3e,89,"A super-delicious candy bar of a wine, with melted blackberry jam, milk chocolate and cassis liqueur flavors, sprinkled with black pepper and star anise. There's a brown sugar quality, but the finish actually is dry. Great price for a wine held back long enough by the producer to begin to soften and mellow. Drink now鈥?018.",US,25,Syrah,Tin Barn,Tin Barn 2009 Coryelle Fields Vineyard Syrah (Sonoma Coast)
616a65b3d767db44,85,"The flavors are herbal, the tannins a little green, but no rough edges have been left. Could be a good burger bottle.",US,22,Red Blend,Basel Cellars,Basel Cellars 2007 The Earth Series - Volume 1 Red (Columbia Valley (WA))
5b5a3699837dfcf0,92,"Tightly-defined raspberry fruit, with sharp and vivid acidity against a backdrop of wet rock, characterizes this young Pinot Noir. The brightness and delicate definition suggests that there are unseen layers of flavor lurking beneath the youthful shell. Give this at least a half decade in the cellar.",US,45,Pinot Noir,J. Christopher,J. Christopher 2010 Olenik Vineyard Pinot Noir (Chehalem Mountains)
2035a65af13a5db2,87,"This blend of 42% Viognier, 42% Roussanne, 8% S茅millon and 8% Riesling from Edna Valley and Paso Robles would be great to sip on the porch during a sunny afternoon. Chamomile, poached Asian pear, white peach and light honey aromas show on the nose. The palate tightens up a bit, with hints of honey, pear and baked apple set against a pithy structure.",US,22,White Blend,Wolff,Wolff 2014 White Wolff White (San Luis Obispo County)
430337dda4ba5308,85,"Juicy blackberry jam, anise and oak flavors abound in this dry, tannic Cabernet. The palate is a little sharp in texture, and it is unlikely to age well, so drink now.",US,22,Claret,Donati,Donati 2010 Claret (Paicines)
3a8edff2086e216f,89,"Intensely fruity notes of red currant and raspberry abound on this fragrant full-bodied ros茅. It's boldly concentrated on the palate as well, bursting of fresh berry and plum flavors. Primary and juicy in style, yet elegant and penetrating, it's an excellent ros茅 for year-round consumption鈥攊f you can still find a bottle.",US,15,Ros茅,Dr. Konstantin Frank,Dr. Konstantin Frank 2015 Dry Ros茅 (Finger Lakes)
bb20ee3d6f93d2f1,87,"Forward and fruity, this is a tight, tart wine with a jumble of berry and bramble flavors. It's peppery, spicy, but don't look for too much complexity. Gulp it down for the enjoyable quaffer that it's meant to be.",US,20,Red Blend,Board Track Racer,Board Track Racer 2010 The Vincent Red (Washington)
5c5047240d4c536b,89,"Made in a completely different style from Uvaggio's typical Primitivo, this is meant to be a reserve-tier bottling, with seven months in new and once-used oak. Crisp berry flavor, along with a hint of cranberry, makes this juicy and balanced. It finishes softly on a slightly nutty note.",US,20,Primitivo,Uvaggio,Uvaggio 2011 Barile Primitivo (Lodi)
85a947a7ac056619,87,"Intensely oak-driven on the nose, toasted coconut and coffee aromas are front and center. Rich, full and round in feel, with solid tannic structure, the palate initially follows suit, however upon further investigation a concentrated core of blackberry and dark plum lies underneath. The fruit is there, yet hidden by a heavy film of makeup.",US,49,Petit Verdot,The Williamsburg Winery,The Williamsburg Winery 2013 Reserve Petit Verdot (Virginia)
c67ce4c7112504fb,91,"It's all about ripe, flashy flavor in this softly elegant wine. It offers immediately likeable blackberry, cherry, currant, licorice, oak and spice notes, wrapped into firm but gentle tannins. Drink it now.",US,50,Meritage,Raymond,Raymond 2010 Meritage (Napa Valley)
5be4b3edcc6f00b9,82,The oak is rough and rustic and blows away all fruit and nuance. There's a whiff of leathery barnyard also.,US,24,Pinot Noir,Bradley,Bradley 2013 Pinot Noir (Elkton Oregon)
10933d9a264bb0fc,92,"Aromatically, this wine is currently subdued, with the notes of raspberry, cocoa and cherry that haven't fully blossomed. The flavors meanwhile are generous and ripe, while still showing a fine sense of balance. Additional time in the bottle or a long decant should allow it to open up.",US,75,Merlot,Leonetti Cellar,Leonetti Cellar 2014 Merlot (Walla Walla Valley (WA))
6bb696557b4b63b0,87,"This blend of 62% Syrah and 38% Petite Sirah conveys mocha, smoke and woodspice. It's full bodied in feel with coffee flavors backed by astringent tannins that provide a bit of distraction.",US,32,Syrah-Petite Sirah,Patterson,Patterson 2012 Syrah Sirah Syrah-Petite Sirah (Columbia Valley (WA))
b46bcac4c8e5c587,89,"With a very pretty nose of perfumed pear, green apple and lime, this unoaked Chardonnay is nicely soft and easy to drink. Made from organic Chardonnay and a touch of Viognier, this smells and tastes of summer. Even without a hint of oak this retains plenty of richness and a fresh vibrancy on the finish.",US,18,Chardonnay,Saracina,Saracina 2011 Unoaked Chardonnay (Mendocino County)
ffcc769d51798a33,85,"This late release sourced from several vineyards dating back to the 1970s and 1980s is thin on the palate, with tart plum, herb, orange peel and of pineapple hints. Low alcohol reflects the cool vintage.",US,27,Pinot Noir,Ransom,Ransom 2013 Selection Pinot Noir (Eola-Amity Hills)
a917a581ccc71dc4,92,"This Bordeaux blend has a surprisingly broad aspect, with very young fruit that opens up and then sits on the midpalate. It's much more open and expressive than the last few vintages. At first it seems dumbed down on the finish, but it slowly opens, and retasted on the second day it has filled out with muscle and verve.",US,44,Cabernet Sauvignon,Woodward Canyon,Woodward Canyon 2004 Artist Series #13 Cabernet Sauvignon (Columbia Valley (WA))
bb4f4a1193bec9ed,88,"Crisp, bright and clean in lemony flavors, with notes of green grass, honey, vanilla and thyme. A zesty wine for goat cheese, figs and fresh fruit.",US,18,Sauvignon Blanc,Rutherford Grove,Rutherford Grove 2007 Pestoni Family Estate Sauvignon Blanc (Rutherford)
e27110e676f3f70b,85,"An easy, gentle red wine, full-bodied and spicy, with extravagantly ripe cherry and blackberry flavors. Pretty good, but lacks those extra layers of complexity, so drink now.",US,17,Syrah,Bearboat,Bearboat 2008 Syrah (Russian River Valley)
0c2b1cf3b8d3c18b,82,"Harsh and rustic, with jellied berry and red pepper flavors. Feels soft, simple and sweet. The blend is Merlot, Cabernet Sauvignon and Syrah.",US,25,Red Blend,Eagle Castle,Eagle Castle 2007 Trinity Red (Paso Robles)
4bd509120d74ce54,87,"This wine is 80% Merlot and 20% Cabernet Sauvignon. Aromas of barrel spice, herb and green pepper are followed by abundant fruit and savory flavors. It leans pretty far into the green, especially for a wine that could be varietally labeled as Merlot.",US,39,Bordeaux-style Red Blend,DiStefano,DiStefano 2013 Domenica Red (Columbia Valley (WA))
ffd2fc2155bc01f2,92,"Coming in at 12.8% alcohol鈥攏early unheard of for a Washington red, particularly in a warm vintage鈥攊t brings appealing notes of dark plum accented by black pepper and dried herbs. It's silky soft in feel with a dazzling sense of texture and purity with little apparent oak influence.",US,27,Malbec,Savage Grace,Savage Grace 2013 Dineen Vineyard Malbec (Rattlesnake Hills)
6164c6f2647d0ed1,88,"There's plenty of ripe, sweet pineapple, orange and lime flavors in this wine, which is brightened by crisp acidity. It tastes a little on the sweet side, but feels sophisticated.",US,30,Pinot Gris,Chalk Hill,Chalk Hill 2010 North Slope Pinot Gris (Chalk Hill)
e1969d5eb183ac8a,92,"Held back for more than four years, this Cab remains tough in tannins and lush in primary fruits. It's as ripe as any '09 out there, with black cherry, currant, chocolate and roasted coconut flavors. A succulent sweetness runs throughout, despite the absolutely dry finish. Hold until 2018, and if you have more than one bottle, drink one every additional year.",US,80,Cabernet Sauvignon,Duckhorn,Duckhorn 2009 Cabernet Sauvignon (Howell Mountain)
16b13deff0b11140,92,"A barrel-fermented white that offers complexity and nuance, this wine is steely and fleshy in texture, integrated and fully realized. Green apple, peach and vanilla combine effortlessly to reveal compelling flavor and length. This is a food-friendly wine that can also stand well on its own.",US,30,Sauvignon Blanc,Lancaster,Lancaster 2015 Samantha's Sauvignon Blanc (Alexander Valley)
5c18c678fc6ee5f6,91,"This savory young wine has forward flavors of pineapples, Meyer lemons and green apple sauce. However, there's a brisk, underlying minerality and great acidity, making the wine seem exceptionally clean. Try pairing it with broiled or fried chicken and cole slaw.",US,28,Sauvignon Blanc,Foxen,Foxen 2011 7200 Vogelzang Vineyard Sauvignon Blanc (Happy Canyon of Santa Barbara)
180160b167493063,89,"For an inexpensive Oregon Pinot Noir, this has a lovely, expansive aroma that mingles rose petals, strawberry, white chocolate and cola. This is elegant, supple and entirely approachable, with none of the hard, earthy, vegetal or bitter character that can often characterize inexpensive Pinots. Think of a really good village Burgundy from a ripe vintage such as 2005, but at a much better price.",US,18,Pinot Noir,Phelps Creek,Phelps Creek 2007 Le Petit Pinot Noir (Columbia Gorge (OR))
78f4a2eb92b9ce9b,97,"This is a devastatingly good Bordeaux blend from Howell Mountain. Based on Cabernet, it has all the flavor you could ask for in blackberries, cherries, cassis, chocolate, herbs, spices and sweetly smoked oak. But the structure is awesome. Near perfect tannins, soft and intricately firm, and grand acidity make for a total Cabernet experience. Tremendous now, and should age for years.",US,120,Bordeaux-style Red Blend,Arkenstone,Arkenstone 2006 Obsidian Red (Howell Mountain)
757b2519d25435e6,89,"Rich, savory and appealing now for its smooth texture and forward flavors of cherries, raspberries, blackberries and oak. A lovely wine for grilled steaks and chops.",US,25,Cabernet Sauvignon,X,X 2007 Cabernet Sauvignon (Napa Valley)
ddfec4116d79be7a,92,"Whiffs of pine forest lend a pristine alpine feel to this bold dry Riesling. The palate is concentrated, with sun-streaked tones of pineapple and peach balanced by bristling lemon-lime acidity. The finish is moderately long with a lingering honeycomb note.",US,18,Riesling,Keuka Lake Vineyards,Keuka Lake Vineyards 2012 Dry Riesling (Finger Lakes)
e9bf7c1ca7f402ad,91,"This blend showcases the soft lusciousness and ripe fruit of Paso Robles. It's rich and sweet in jammy blackberries, cherries, chocolate and spicy sandalwood. Drink now.",US,35,Cabernet Sauvignon-Syrah,Treana,Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles)
