Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,gpt_point,predicted_score
117062,US,"This is a light, clear and beguiling wine, not for everyone, somewhat reduced and yet lurking in brooding fruit and interwoven spice. It drinks almost like a white wine in its shocking minerality, before delving into a dark and noble forest floor's worth of pine, wild mushroom and rose. Let this wine open awhile and enjoy how it changes in the glass.",Emmaline Ann Vineyard,93,75,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cobb 2013 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb,91,91
65011,US,"Very dry, acidic and minerally, this is not one of those lush, decadent Chardonnays. It shows controlled flavors of citrus fruits, pears, wet stones and spices. The malolactic fermentation was prevented, giving it tangy acidity. Give it a try with shellfish and roast salmon.",Old Vine,88,35,California,Napa Valley,Napa,,,De Sante 2007 Old Vine Chardonnay (Napa Valley),Chardonnay,De Sante,87,88
80840,US,"Unmistakably Sauvignon Blanc, it carries notes of herbs, citrus and guava. It's lightly spritzy and drinks dry with mouthwatering citrus flavors. Try it with shellfish.",Prayer Rock Vineyards Talitha Cumi Bloc,89,23,Oregon,Umpqua Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Reustle 2013 Prayer Rock Vineyards Talitha Cumi Bloc Sauvignon Blanc (Umpqua Valley),Sauvignon Blanc,Reustle,92,89
37408,US,"Light aromas of herb, plum, vanilla, cocoa and dark fruit lead to a palate that is simultaneously sweet and tart, with a plush midpalate. It provides intrigue.",,88,19,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Mercer 2014 Malbec (Horse Heaven Hills),Malbec,Mercer,90,90
69759,US,"Vibrant floral aromas of violets, hibiscus and rose hips meet with strawberry extract, licorice paste and a fruit-punch nose. It's easy and light on the palate, with rose petals, lavender and white pepper spicing a rhubarb pie character. Tannins emerge to give density to the finish. It's great for beach or barbecue.",,90,40,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Margerum 2013 Grenache (Santa Barbara County),Grenache,Margerum,92,87
84715,US,"This is an elegant, pretty, lightly oaked white that's stony and savory with lemongrass, nutmeg and a strong crunch of green apple. Its depth of body and ripeness complement its more exotic elements.",,88,29,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,McKahn 2015 Chardonnay (Russian River Valley),Chardonnay,McKahn,92,90
118740,US,"Floral scents float above a chunky, cherry-fruited, single-vineyard wine. It's quite refreshing, with appealing texture and underlying minerality that compensates for the overall impression of palate lightness. Drink now through 2018, while the freshness remains at its peak.",Kalita Vineyard,88,50,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine聽,Panther Creek 2013 Kalita Vineyard Pinot Noir,Pinot Noir,Panther Creek,89,89
58446,US,"Very deep violet aromas are shrouded in a thick veil of heavy-duty dark fruit as well as woody cedar spice on the nose of this blend of 78% Syrah and 22% Mourv猫dre by Orion Stang. The palate is well composed, its solid core of black fruit lifted by vanilla and allspice flavors.",Unorthodox,91,46,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Dilecta 2014 Unorthodox Syrah-Mourv猫dre (Santa Barbara County),Syrah-Mourv猫dre,Dilecta,91,90
118850,US,"Full bodied and fruity, the 2010 estate Syrah from Va Piano is rounder and less herbal than the 2009. Which style you enjoy is a matter of individual preference. Big and approachable, with lovely blueberry fruit, the 2010 seems to stop a bit short, but with more bottle age may reveal details that are currently in hiding.",Estate,90,48,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Va Piano 2010 Estate Syrah (Walla Walla Valley (WA)),Syrah,Va Piano,89,88
119075,US,"This is quintessential Napa Petite Sirah. It's the color of a moonless midnight, showing only some purple at the glass's rim. The tannins are huge and mouth-numbing, while the flavors are extravagantly rich with black cherries and dark chocolate. This is a wine you surely want to cellar. Drink from 2016 and beyond.",Fig Tree Vineyard,91,28,California,St. Helena,Napa,,,Ballentine 2010 Fig Tree Vineyard Petite Sirah (St. Helena),Petite Sirah,Ballentine,94,92
70768,US,"A confectionary note of marshmallow gives way to lighter intimations of citrus and sour-apple skin, making for a confusing combination of ripeness and tartness.",Zephyr's Block,85,38,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Fogline Vineyards 2014 Zephyr's Block Chardonnay (Sonoma Coast),Chardonnay,Fogline Vineyards,85,85
14186,US,"This is a wine of marked elegance rather than power, dealing glossy tannins and succulent acids. A pretty expression of Sangiovese from North Carolina, this has delicate layers of red currant, strawberry, spiced flower and pomegranate.",,90,18,North Carolina,Swan Creek,,,,Raffaldini 2011 Sangiovese (Swan Creek),Sangiovese,Raffaldini,93,89
22661,US,"The first offering from Domaine Drouhin Oregon's newly-minted vineyard, RoseRock. It's a young, fresh, fruity wine, loaded with flavors of apple, pineapple and light tropical fruits. There's a light pat of butter in the finish. Drink over the next couple of years while the freshness is at its best.",,90,35,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine聽,Drouhin Oregon Roserock 2014 Chardonnay (Eola-Amity Hills),Chardonnay,Drouhin Oregon Roserock,88,87
36880,US,"This full-bodied wine shows smooth and rounded plum fruit. The flavors are mouth-filling, but the rather quick fade suggests it's best consumed in the near term, as it's already five years past harvest.",Steelhead Run Vineyard Blessed,87,23,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine聽,Schultz 2012 Steelhead Run Vineyard Blessed Merlot (Rogue Valley),Merlot,Schultz,86,86
90382,US,"Ripe and softly smooth, this simple, affordable wine is robust with toasty oak, coconut, cocoa and baked plum notes.",,86,13,California,Napa County,Napa,Virginie Boone,@vboone,Kirkland Signature 2014 Cabernet Sauvignon (Napa County),Cabernet Sauvignon,Kirkland Signature,87,86
63292,US,"Blending Zinfandel, Petite Sirah, Cabernet Sauvignon and Petit Verdot, this is a plummy, prune-like expression. Firm, generous tannins surround its juicy black fruit and black pepper flavors, lending structure to the full-bodied fruitiness.",Por que No?,88,30,California,Napa Valley,Napa,Virginie Boone,@vboone,Tres Sabores 2013 Por que No? Red (Napa Valley),Red Blend,Tres Sabores,88,89
30929,US,"Sweet cherry-vanilla rolls off the palate in this concentrated, lush and velvety Pinot Noir that offers all the aspects of classic Russian River Valley fruit. The texture is seamlessly integrated around firm, supple tannins and bright, earthy red fruit.",Pleasant Hill Vineyard,91,55,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Whetstone 2012 Pleasant Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Whetstone,92,93
51512,US,"What this Pinot is not is ageable and dramatic, but it's a good expression of the variety: silky and dry, with savory cherry-skin and spice flavors.",,85,17,California,Carneros,Napa-Sonoma,,,Fleur 2010 Pinot Noir (Carneros),Pinot Noir,Fleur,87,87
82968,US,"This tastes and feels a little heavy and sweet, with prominent cherry candy flavors. It's quite tasty, but one-dimensional in its appeal. Drink now鈥攊t's hard to see it devloping much in the bottle.",Sierra Mar Vineyard,86,55,California,Santa Lucia Highlands,Central Coast,,,Bernardus 2010 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Bernardus,85,85
84739,US,"This off-dry Riesling has enough acid to balance the 2.7% residual sugar. Aromas of flower and citrus blossom lead into lemon-driven fruit. There is just a bit of a granular, sugar-like feeling on the tongue.",,88,15,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Three Rivers 2011 Riesling (Columbia Valley (WA)),Riesling,Three Rivers,87,87
55539,US,"Volatile aromas of cranberry, cherry and vanilla are followed by gritty lightly sweet cranberry and green-pepper flavors that show some astringency. The concentration seems lacking.",Morrison Vineyard,82,40,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Mas Chappell 2009 Morrison Vineyard Merlot (Yakima Valley),Merlot,Mas Chappell,85,82
61496,US,"Opens with horsey notes typical of Lemberger, followed by tones of cherry pie and preserved lemons. Crisp, almost tart on the tongue with a short-to-medium finish of singed cherries. Drink up.",,85,19,New York,Finger Lakes,Finger Lakes,,,Keuka Spring 2007 Lemberger (Finger Lakes),Lemberger,Keuka Spring,87,85
6341,US,"Apricot, peach, orange blossom and honey flavors all come together in this ultrasmooth, ripe but well-balanced wine. Zingy acidity blends with the rich fruitiness to keep it lively and refreshing, even while the viscosity coats the palate.",,91,27,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Paskett 2016 Viognier (Lodi),Viognier,Paskett,92,91
115590,US,"A powerful take on the grape, this shows dried cherries, cherry blossoms, black pepper and torn-up concrete aromas on the nose. The palate is rich and luscious, with concentrated strawberries, smoked plums and purple flowers, as well as licorice, fudge and just enough roasted red bell pepper to show the varietal's greener side.",,92,48,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Lorenzi Estate 2011 Cabernet Franc (Temecula Valley),Cabernet Franc,Lorenzi Estate,92,92
67177,US,"This impressive wine dances in hearty clove and cinnamon sparked by a floral bouquet of rose. High-toned, structured and elegant, it has subtle power and concentration but remains fresh in the glass. Drink now through 2020.",,92,45,California,Napa Valley,Napa,Virginie Boone,@vboone,William Hill Estate 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,William Hill Estate,93,91
8324,US,"The mirror image of the winery's Love-Struck Viognier, this broad and fruity blend is forward and open, with flavors of yellow and orange fruits. It is slightly toasty, moving into some citrus skin flavors that frame the finish.",Dreamweaver,87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Bergevin Lane 2012 Dreamweaver Roussanne (Columbia Valley (WA)),Roussanne,Bergevin Lane,90,88
30190,US,"Intensely aromatic with scents of ripe stone fruit and exotic mango, this delicately structured Riesling reverberates with acidity and fine, focused minerality. Semidry in style, it finishes long with lip-smacking fruitiness.",Reserve,90,25,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Dr. Konstantin Frank 2011 Reserve Riesling (Finger Lakes),Riesling,Dr. Konstantin Frank,92,91
1672,US,"Quady North's Flagship is what the owners consider the best lot of wine of the year. Generously slathered in toasty new oak, this very limited (two barrel) reserve from the estate's Frank's Vineyard is not the blockbuster of the previous vintage, but shows exceptional winemaking skills. Black cherry fruit is wrapped in woody tannins, a yin-yang combination that works by dissonance rather than harmony.",Flagship,90,65,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine聽,Quady North 2007 Flagship Syrah (Applegate Valley),Syrah,Quady North,89,92
128006,US,"Although this is the least costly of the winery's Pinots, it's a lovely wine. Blending from a vast source of vineyards has given winemaker Cabral the ability to fill in divots of every kind. Gentle and dry, this rich, complex Pinot Noir has the elegance and style you expect from Williams Selyem.",,92,34,California,Sonoma County,Sonoma,,,Williams Selyem 2008 Pinot Noir (Sonoma County),Pinot Noir,Williams Selyem,92,89
60152,US,"Sweet and candied, like a dessert pastry, with sugary flavors of currants, chocolate and anise. The structure is fine. Will appeal to red wine drinkers with a sweet tooth.",,84,16,California,Yountville,Napa,,,Kirkland Signature 2005 Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Kirkland Signature,87,87
90980,US,"Here's an elegant, full-bodied Cabernet packed with power and grace. It feels lush and classy in the mouth, a dry, softly tannic wine with rich flavors of blackberries, black currants and cedar. Drinks well now and should age well for 6鈥? more years.",,93,40,California,Atlas Peak,Napa,,,Arger-Martucci 2005 Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Arger-Martucci,92,92
102666,US,"Juicy sweet is an apt moniker for this fruity, forward Riesling. The grapey, sugary palate is a bit confected in style, but easy and approachable.",Juicy Sweet,84,13,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Fulkerson 2014 Juicy Sweet Riesling (Finger Lakes),Riesling,Fulkerson,88,85
22527,US,"Coming from the former owner of Domaine Alfred (now Chamisal Vineyards) this lip-smacking wine starts with a yeasty, Granny Smith apple nose. The flavors are tightly acidic yet plush at the same time: bitter apple skins mixing up with ripe pluots.",Speizer Family Vineyard,89,24,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Morro View Winery 2013 Speizer Family Vineyard Grenache Blanc (Edna Valley),Grenache Blanc,Morro View Winery,88,88
71958,US,"Thick and rich, this is a very concentrated Cabernet that can use more time in the cellar. For now, it has tannins that overwhelm the blueberry fruit and traces of cedar and cocoa.",,87,65,California,Red Hills Lake County,,Virginie Boone,@vboone,Hawk and Horse Vineyards 2009 Cabernet Sauvignon (Red Hills Lake County),Cabernet Sauvignon,Hawk and Horse Vineyards,86,86
57728,US,"This wine is a blend of Two Blondes Cabernet Franc (50%), Benches Merlot (34%) and Dionysus Cabernet Sauvignon. Appealing scents of green herb, dark cherry and barrel spice are followed by plentiful cranberry and cherry flavors. It shows an exquisite sense of balance along with a lengthy finish.",Stage Right,91,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Script 2013 Stage Right Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Script,93,93
22537,US,"Yeasty and fragrant with a fresh, wheat beer aspect, this delicate Riesling captures the gentle elegance of the grape's aromatics and mouthfeel. There's a nice mix of lemon tea, honey and mineral components, all in a low-alcohol but still quite dry style.",Hillside Vineyard,89,15,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine聽,Roots 2012 Hillside Vineyard Riesling (Columbia Gorge (OR)),Riesling,Roots,92,87
118773,US,"The use of 75% new oak applies a thick coating of vanilla over the fruit, which nonetheless is in plentiful supply, sweet, sappy and delicious. Immense black cherry and cassis turns a bit liquorous in the mouth, with streaks of tobacco, lots of vanilla and some finishing heat.",Wild Eyed,88,48,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine聽,Mark Ryan 2007 Wild Eyed Syrah (Red Mountain),Syrah,Mark Ryan,92,88
106148,US,"The companion to the Hombre blend, this is 80% Malbec and 20% Syrah. The pairing works nicely, with the Syrah bringing details of anise, pepper and coffee. The wine has decent grip and definition, along with a pretty, toasty top note.",Homme,90,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Stottle 2011 Homme Red (Columbia Valley (WA)),Red Blend,Stottle,88,87
83932,US,"Lush aromas of cinnamon, black and red cherry, vanilla and toasted brioche show on this unabashedly potent and downright delicious bottling by the region's pioneering winery. Soft tannins joyously present rounded red-fruit and vanilla-cake flavors, with rich accents of cherry compote and chocolate chip cookie that are cut by streaks of bitterness and tartness. It's a voluptuous, attention-grabbing wine.",Reserve,95,55,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Justin 2014 Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Justin,94,92
108381,US,"A rich and perfumed honeysuckle character picks up bubblegum on the sweet-leaning nose. It slips toward flatness on the palate, with smoked peach and more bubblegum saying short hellos.",Ipso Facto,86,21,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Workman Ayer 2013 Ipso Facto Viognier (Central Coast),Viognier,Workman Ayer,85,83
71898,US,"The creamy, spicy nose of this elegant Chardonnay is followed by a balanced combination of fresh fruit and mellow spice. Flavorful but not overly complex, the wine will pair well with seafood and richer poultry dishes.",,85,11,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Fulkerson 2006 Chardonnay (Finger Lakes),Chardonnay,Fulkerson,90,87
37983,US,"Distinct aromas of cola, cedar and Bing cherry, as well as flavors of mocha and blackcurrants, weave fascinating complexity into this supple, full-bodied wine. The texture feels broad and relaxed, while the acidity and tannins are moderate. A nice viscosity carries its plump appeal through the finish.",Klindt,92,42,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Panthea 2012 Klindt Pinot Noir (Anderson Valley),Pinot Noir,Panthea,93,89
68683,US,"From the Alban 鈥淧owerblock鈥?clone, this estate bottling shows elegant if still somewhat restrained aromas of black currant and violet on the nose. The palate is extremely well integrated and seamless, with dense black fruits lifted by kicks of purple flowers. Quite beautiful but nothing too flashy in any one direction.",Old Corral,92,55,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Big Basin 2013 Old Corral Syrah (Santa Cruz Mountains),Syrah,Big Basin,90,92
75379,US,"Although this is comprised of more than 50% Syrah, this five grape Rh么ne-style blend seems more influenced by the Grenache. Plenty of mixed berry flavors surface quickly, proving to be bright and spicy, before running into some drying tannins that are marked with a green edge.",Mustang,87,25,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine聽,Airfield Estates 2010 Mustang Red (Yakima Valley),Red Blend,Airfield Estates,87,83
392,US,"A lovely wine, made even more attractive by the value price. It has flavors and lemons and limes and a ripe, sweet edge of honey, although it's technically dry. The acidity is clean and refreshing.",,87,12,California,Santa Ynez Valley,Central Coast,,,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Bridlewood,90,87
103708,US,"This native fermentation, unfiltered wine employs 25% whole-cluster and a low amount of new French oak. It's light and clear in color with a concentrated hit of mint, eucalyptus and pine around a strength of strawberry and vanilla, gently nested in oak. It opens slowly in the glass.",Devoto Garden Vineyard,91,34,California,Green Valley,Sonoma,Virginie Boone,@vboone,Wait Cellars 2013 Devoto Garden Vineyard Pinot Noir (Green Valley),Pinot Noir,Wait Cellars,92,92
108483,US,"There's a subtle difference between this Pinot and Loring's eight other vineyard-designated 2012 Pinots. But by a hair, this is the best and most compelling, delicious in blackberries, blueberries and cherries. It's hard not to drink the entire bottle now, with its tantalizing acidity and soft but intricate tannins. And yet this gorgeous wine will develop bottle complexity until 2020 or 2021. The vineyard is in the sweet spot of the Santa Rita Hills.",Clos Pepe Vineyard,94,50,California,Sta. Rita Hills,Central Coast,,,Loring Wine Company 2012 Clos Pepe Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Loring Wine Company,94,95
92542,US,"Quite delicious, and loaded with wild berry flavors and herbal highlights, this impressive wine is almost pure Mourv猫dre鈥攋ust 4% Syrah was blended in. Twenty months in a mix of Hungarian, French and American oak has begun to soften its rather hard and slightly stemmy tannins. Further aging鈥攗p to five years鈥攊s recommended.",den Hoed Vineyard,89,26,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine聽,Trio Vintners 2006 den Hoed Vineyard Mourv猫dre (Yakima Valley),Mourv猫dre,Trio Vintners,92,92
101293,US,"This is a straightforward, plummy, raisiny wine with medium body and an earthy, tomato-like touch in the flavors. It will be good for very casual occasions.",Bella Rossa Italian Style,83,18,California,Fair Play,Sierra Foothills,Jim Gordon,@gordone_cellars,Charles B. Mitchell NV Bella Rossa Italian Style Red (Fair Play),Red Blend,Charles B. Mitchell,84,85
61542,US,"Comprised of 50% Zinfandel, 30% Syrah and 20% Petite Sirah. The Coro winemakers appear to have liked these three varieties together in 2010 and it works okay here. The Syrah imparts savory leather tones to the otherwise ripe, black fruit and softened tannins.",Coro Mendocino,86,40,California,Mendocino,,Virginie Boone,@vboone,Philo Ridge 2010 Coro Mendocino Red (Mendocino),Red Blend,Philo Ridge,87,83
6560,US,"Savory, dusty notes of bramble wood, earth and mineral lend an unusually rustic shadow to this Gew眉rztraminer. It's quite lean on the palate but brisk lemon and tangerine flavors are refreshing.",,85,40,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Bedell 2013 Gew眉rztraminer (North Fork of Long Island),Gew眉rztraminer,Bedell,88,86
57690,US,"Light (for Sineann) and almost delicate, but expressive and delightful, with lovely fruit displaying highlights of peach, cherry and hard candy. Broadly appealing, with a lick of light chocolate in the finish.",Yates Conwill Vineyard,90,42,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine聽,Sineann 2010 Yates Conwill Vineyard Pinot Noir,Pinot Noir,Sineann,92,91
75347,US,"With high alcohol and 100% new French oak, this wine could easily be clumsy, but it isn't. It defines the ripe California style. It's a little hot, but so massive in flavors of pineapples, lemondrop candy, cr猫me br没l茅e and sweet buttered toast, you can't help but be impressed. A winery and wine to watch.",West Block,91,65,California,Knights Valley,Sonoma,,,Knights Bridge 2007 West Block Chardonnay (Knights Valley),Chardonnay,Knights Bridge,93,92
71319,US,"Not quite as ripe as previous vintages, with an earthy, herbal edge, but that works to the wine's advantage, highlighting its elegance and class. Smooth, smoky oak frames the blackberry and currant flavors. Should develop bottle complexity over the next 6鈥? years.",,91,35,California,Carneros,Napa-Sonoma,,,Truchard 2006 Cabernet Sauvignon (Carneros),Cabernet Sauvignon,Truchard,89,88
11554,US,"Dusty Asian spices mark this beautifully varietal wine. It's classic Sonoma Zin, totally dry and firmly tannic, with a wealth of smoky, briary wild berry, tobacco and tamari flavors. Bring on the sausage.",,92,39,California,Russian River Valley,Sonoma,,,Stephen & Walker 2006 Zinfandel (Russian River Valley),Zinfandel,Stephen & Walker,92,92
67071,US,"This is a very dry, tannic wine whose mouthfeel is too tough and astringent to enjoy now. It has lovely flavors of blueberries, blackberries, sweetly old leather, cola and peppery spices. Feels like there's enough depth to last for 4鈥? years and let the wine soften.",Paolo's Vineyard Estate Grown,87,35,California,Dry Creek Valley,Sonoma,,,Montemaggiore 2007 Paolo's Vineyard Estate Grown Syrah (Dry Creek Valley),Syrah,Montemaggiore,85,87
64953,US,"Doesn't smell or taste quite ripe and clean. There are vegetal notes, with just enough cherry and oak flavors to earn a passing grade.",Riviera,83,19,California,Sonoma Coast,Sonoma,,,Pali 2008 Riviera Pinot Noir (Sonoma Coast),Pinot Noir,Pali,85,81
71914,US,"Powerful yet restrained, this wine beautifully expresses the delicate and nuanced aspects of Cabernet Sauvignon with the herbal side of the grape in full force. Everything is tied together in a neat and tidy bundle, with sweet blackberry fruit surrounded by leaf and earth, leading into ripe but stiff tannins and just the right elements of mocha toast. Will it age? Undoubtedly; but hard not to drink it right now.",Stillwater Creek Vineyard,92,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Novelty Hill 2005 Stillwater Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Novelty Hill,93,93
121312,US,"A little dark and heavy for a ros茅, with jammy flavors of raspberries, vanilla and brown sugar. It sure is tasty, however, especially with prosciutto, melons and figs.",Gioia Rosato d',87,24,California,California,California Other,,,Castello di Amorosa 2011 Gioia Rosato d' Sangiovese (California),Sangiovese,Castello di Amorosa,87,89
74603,US,"Definitely dry, this wine conveys precise rose petal, lychee fruit and Gravenstein apple aromas and flavors and a lively texture. Because it's rich in body, flavors linger on the finish. It will make a great ap茅ritif with such appetizers as goat cheese toasts and roasted almonds.",Estate Grown Made With Organically Grown Grapes,90,16,California,Potter Valley,,Jim Gordon,@gordone_cellars,McFadden 2013 Estate Grown Made With Organically Grown Grapes Gew眉rztraminer (Potter Valley),Gew眉rztraminer,McFadden,91,90
36590,US,"This is a juicy, mid-weight and lengthy version of the variety, elegantly crafted with highlights of cherry and cranberry as well as integrated layers of earthy forest floor. Lengthy, it drinks well on its own but will star with the right food, especially pork.",,92,39,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Longboard 2014 Pinot Noir (Russian River Valley),Pinot Noir,Longboard,92,90
113449,US,"Fragrant and nicely detailed, this sends up clover and apple blossom scents. Apple-infused flavors follow, with touches of peach and spice.",,90,19,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Elk Cove 2016 Pinot Gris (Willamette Valley),Pinot Gris,Elk Cove,92,90
63918,US,"Medium weight and roundly fruity, this pleasant wine carries a touch of minerality. It's slightly dilute, and there is a suggestion of water cracker resonating through the finish.",Wadenswil Clone,88,65,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Amalie Robert 2012 Wadenswil Clone Pinot Noir (Willamette Valley),Pinot Noir,Amalie Robert,85,85
51888,US,"This gigantic Cabernet is one of Pride's biggest ever. Blackberries, cherries and chocolate nibs explode in the mouth, but it's no mere fruit bomb. The tannins and acids lend it integrity, and the finish is miraculously dry. A superb job, and as good as it is now, should develop over the next 12鈥?5 years, depending on how old you like your Cabs.",Reserve,94,130,California,Napa-Sonoma,Napa-Sonoma,,,Pride Mountain 2009 Reserve Cabernet Sauvignon (Napa-Sonoma),Cabernet Sauvignon,Pride Mountain,94,94
45278,US,"Bone dry, ultra-crisp in acidity, and lean in mineral flavors, this barrel-fermented, lees-aged Roussanne is the opposite of rich. But it's enormously elegant, and its leanness contains subtle hints of Meyer lemons, grapefruits, toast, yeast and cold, hard steel. A sommelier's dream for pairing with very complex dishes.",,92,25,California,Santa Ynez Valley,Central Coast,,,Zaca Mesa 2007 Roussanne (Santa Ynez Valley),Roussanne,Zaca Mesa,92,92
69457,US,"Luscious but not overbearing blueberry and boysenberry fruits power the nose on this wine from a coastal region. It suggests blackberry pastries, chalk and pleasingly aromatic incense. The palate combines oak smoke, black fruits and a spicy, black pepper-driven acidity, providing lots of tactile action on the tongue.",Beauregard Ranch,92,65,California,Ben Lomond Mountain,Central Coast,Matt Kettmann,@mattkettmann,Beauregard 2012 Beauregard Ranch Cabernet Sauvignon (Ben Lomond Mountain),Cabernet Sauvignon,Beauregard,92,92
101746,US,"Vineyard-designated ros茅s are unusual in the state, and other Cinsault offerings unheard of at present. Pale copper in color, this offers berry aromas followed by just off-dry flavors backed by a big blast of acid that keeps you coming back for more.",Limited Edition Canyon Vineyard Ranch Cinsault,88,20,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2014 Limited Edition Canyon Vineyard Ranch Cinsault Cinsault (Yakima Valley),Cinsault,Canoe Ridge,91,88
123826,US,"From the 1904 planting at Puccioni Ranch, this impressive wine packs tons of flavor in a soft, peppery, integrated package of red fruit and baking spice. Though weighty and robust, it has an underlying acidity to lend freshness and vibrancy.",Old Vine,91,30,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Puccioni 2013 Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Puccioni,93,92
47071,US,"Tropical in personality, with a leanness of pineapple and guava, this wine holds a concentration of oak-influenced flavor and texture at its heart. It ends generously sultry in sweet Tahitian vanilla.",,88,35,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Frank Family 2013 Chardonnay (Carneros),Chardonnay,Frank Family,90,89
106467,US,"Lots of flavor packed into this light-bodied, smoothly textured wine, although it's a bit one-dimensional. Flavors veer toward raspberry cola and lots of dusty, peppery spices, wrapped in silky tannins and boosted by crisp acids.",Bien Nacido Vineyard,86,50,California,Santa Maria Valley,Central Coast,,,Testarossa 2001 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Testarossa,86,86
39651,US,"Red Mountain fruit from three different sites is used to create this delicious Syrah, laced with powerful flavors of coffee liqueur and chocolate. Cofermented with a dash of Viognier, it's satiny and citrusy, speckled with pepper, and maintains an elegant precision for a wine that offers such richness.",Wild Eyed,92,40,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine聽,Mark Ryan 2005 Wild Eyed Red (Red Mountain),Red Blend,Mark Ryan,94,92
98538,US,"This wide-open, flavorful wine is lifted by accents of tobacco and cocoa that sit above the light and pretty cherry flavor. The finish is laden with a mocha note, which provides a pleasing conclusion.",H3,88,15,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine聽,Columbia Crest 2010 H3 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Columbia Crest,92,87
127196,US,"This red blend offers a nose of spiced wood, tobacco and pepper, and on the palate, light, simple flavors of red fruit and cigar box. There's a lot of oak here, venturing into a maple syrup character, and overall, the wine is a bit clunky, but it's reasonably priced and from a unique location, giving it a fun spin.",Red Hot Mama,82,10,New Mexico,New Mexico,,Susan Kostrzewa,@suskostrzewa,Viv谩c Winery NV Red Hot Mama Red (New Mexico),Red Blend,Viv谩c Winery,84,83
